1510;1542;0;261;VERDADERO;VERDADERO;-32;;;
1510;1542;0;262;VERDADERO;VERDADERO;-32;;;
1510;1542;0;263;VERDADERO;VERDADERO;-32;;;
1541;1542;0;264;VERDADERO;VERDADERO;-1;;;
1541;1562;0;265;VERDADERO;VERDADERO;-21;;;
1541;1562;0;266;VERDADERO;VERDADERO;-21;;;
1541;1562;0;267;VERDADERO;VERDADERO;-21;;;
1541;1582;0;268;VERDADERO;VERDADERO;-41;;;
1541;1582;0;269;VERDADERO;VERDADERO;-41;;;
1573;1582;0;270;VERDADERO;VERDADERO;-9;;;
1573;1602;0;271;VERDADERO;VERDADERO;-29;;;
1573;1602;0;272;VERDADERO;VERDADERO;-29;;;
1573;1622;0;273;VERDADERO;VERDADERO;-49;;;
1573;1622;0;274;VERDADERO;VERDADERO;-49;;;
1609;1642;0,00E+00;275;VERDADERO;VERDADERO;-33;;;
1609;1642;0;276;VERDADERO;VERDADERO;-33;;;
1609;1642;0;277;VERDADERO;VERDADERO;-33;;;
1609;1642;0;278;VERDADERO;VERDADERO;-33;;;
1609;1642;0;279;VERDADERO;VERDADERO;-33;;;
1637;1642;0;280;VERDADERO;VERDADERO;-5;;;
1637;1662;0;281;VERDADERO;VERDADERO;-25;;;
1637;1662;0;282;VERDADERO;VERDADERO;-25;;;
1637;1682;1;283;VERDADERO;VERDADERO;-45;;;
1637;1682;0;284;VERDADERO;VERDADERO;-45;;;
1673;1682;0;285;VERDADERO;VERDADERO;-9;;;
1673;1682;0;286;VERDADERO;VERDADERO;-9;;;
1673;1682;0;287;VERDADERO;VERDADERO;-9;;;
1673;1702;1;288;VERDADERO;VERDADERO;-29;;;
1673;1702;0;289;VERDADERO;VERDADERO;-29;;;
1673;1722;0;290;VERDADERO;VERDADERO;-49;;;
1705;1722;0;291;VERDADERO;VERDADERO;-17;;;
1705;1722;0;292;VERDADERO;VERDADERO;-17;;;
1705;1742;0;293;VERDADERO;VERDADERO;-37;;;
1705;1742;0;294;VERDADERO;VERDADERO;-37;;;
1705;1762;0;295;VERDADERO;FALSO;-57;;;
1742;1762;0;296;VERDADERO;VERDADERO;-20;;;
1742;1762;0;297;VERDADERO;VERDADERO;-20;;;
1742;1782;0;298;VERDADERO;VERDADERO;-40;;;
1742;1782;0;299;VERDADERO;VERDADERO;-40;;;
1742;1782;0;300;VERDADERO;VERDADERO;-40;;;
1770;1782;0;301;VERDADERO;VERDADERO;-12;;;
1770;1782;0;302;VERDADERO;VERDADERO;-12;;;
1770;1802;0;303;VERDADERO;VERDADERO;-32;;;
1770;1802;0;304;VERDADERO;VERDADERO;-32;;;
1800;1822;1;305;VERDADERO;VERDADERO;-22;;;
1800;1822;0;306;VERDADERO;VERDADERO;-22;;;
1800;1822;0;307;VERDADERO;VERDADERO;-22;;;
1800;1842;0;308;VERDADERO;VERDADERO;-42;;;
1800;1842;0;309;VERDADERO;VERDADERO;-42;;;
1800;1862;0;310;VERDADERO;FALSO;-62;;;
1832;1862;0;311;VERDADERO;VERDADERO;-30;;;
1832;1862;0;312;VERDADERO;VERDADERO;-30;;;
1832;1882;0;313;VERDADERO;FALSO;-50;;;
1832;1882;0;314;VERDADERO;FALSO;-50;;;
1865;1882;0;315;VERDADERO;VERDADERO;-17;;;
1865;1882;0;316;VERDADERO;VERDADERO;-17;;;
1865;1902;0;317;VERDADERO;VERDADERO;-37;;;
1865;1902;0;318;VERDADERO;VERDADERO;-37;;;
1865;1922;0;319;VERDADERO;FALSO;-57;;;
1865;1922;0;320;VERDADERO;FALSO;-57;;;
1901;1922;0;321;VERDADERO;VERDADERO;-21;;;
1901;1922;0;322;VERDADERO;VERDADERO;-21;;;
1901;1922;0;323;VERDADERO;VERDADERO;-21;;;
1901;1922;0;324;VERDADERO;VERDADERO;-21;;;
1901;1942;0;325;VERDADERO;VERDADERO;-41;;;
1933;1942;0;326;VERDADERO;VERDADERO;-9;;;
1933;1962;0;327;VERDADERO;VERDADERO;-29;;;
1933;1962;0;328;VERDADERO;VERDADERO;-29;;;
1933;1962;0;329;VERDADERO;VERDADERO;-29;;;
1933;1962;0;330;VERDADERO;VERDADERO;-29;;;
1966;1962;0;331;VERDADERO;VERDADERO;4;;;
1966;1982;0;332;VERDADERO;VERDADERO;-16;;;
1966;1982;0;333;VERDADERO;VERDADERO;-16;;;
1966;1982;0;334;VERDADERO;VERDADERO;-16;;;
1966;2002;0;335;VERDADERO;VERDADERO;-36;;;
1966;2002;0;336;VERDADERO;VERDADERO;-36;;;
2000;2022;1;337;VERDADERO;VERDADERO;-22;;;
2000;2022;0;338;VERDADERO;VERDADERO;-22;;;
2000;2042;0;339;VERDADERO;VERDADERO;-42;;;
2000;2042;0;340;VERDADERO;VERDADERO;-42;;;
2000;2042;0;341;VERDADERO;VERDADERO;-42;;;
2033;2062;0;342;VERDADERO;VERDADERO;-29;;;
2033;2062;0;343;VERDADERO;VERDADERO;-29;;;
2033;2062;0;344;VERDADERO;VERDADERO;-29;;;
2033;2062;0;345;VERDADERO;VERDADERO;-29;;;
2033;2062;0;346;VERDADERO;VERDADERO;-29;;;
2033;2062;0;347;VERDADERO;VERDADERO;-29;;;
2069;2082;0;348;VERDADERO;VERDADERO;-13;;;
2069;2082;0;349;VERDADERO;VERDADERO;-13;;;
2069;2102;0;350;VERDADERO;VERDADERO;-33;;;
2069;2102;0;351;VERDADERO;VERDADERO;-33;;;
2069;2102;0;352;VERDADERO;VERDADERO;-33;;;
2101;2122;1;353;VERDADERO;VERDADERO;-21;;;
2101;2122;0;354;VERDADERO;VERDADERO;-21;;;
2101;2122;0;355;VERDADERO;VERDADERO;-21;;;
2101;2142;0;356;VERDADERO;VERDADERO;-41;;;
2101;2142;0;357;VERDADERO;VERDADERO;-41;;;
2137;2162;0;358;VERDADERO;VERDADERO;-25;;;
2137;2162;0;359;VERDADERO;VERDADERO;-25;;;
2137;2162;0;360;VERDADERO;VERDADERO;-25;;;
2137;2162;0;361;VERDADERO;VERDADERO;-25;;;
2137;2162;0;362;VERDADERO;VERDADERO;-25;;;
2137;2162;0;363;VERDADERO;VERDADERO;-25;;;
2169;2182;0;364;VERDADERO;VERDADERO;-13;;;
2169;2182;0;365;VERDADERO;VERDADERO;-13;;;
2169;2202;0;366;VERDADERO;VERDADERO;-33;;;
2169;2202;0;367;VERDADERO;VERDADERO;-33;;;
2169;2202;0;368;VERDADERO;VERDADERO;-33;;;
2201;2222;1;369;VERDADERO;VERDADERO;-21;;;
2201;2222;0;370;VERDADERO;VERDADERO;-21;;;
2201;2242;0;371;VERDADERO;VERDADERO;-41;;;
2201;2242;0;372;VERDADERO;VERDADERO;-41;;;
2201;2242;0;373;VERDADERO;VERDADERO;-41;;;
2237;2262;0;374;VERDADERO;VERDADERO;-25;;;
2237;2262;0;375;VERDADERO;VERDADERO;-25;;;
2237;2262;0;376;VERDADERO;VERDADERO;-25;;;
2237;2282;0;377;VERDADERO;VERDADERO;-45;;;
2237;2282;0;378;VERDADERO;VERDADERO;-45;;;
2237;2282;0;379;VERDADERO;VERDADERO;-45;;;
2273;2302;0;380;VERDADERO;VERDADERO;-29;;;
2273;2302;0;381;VERDADERO;VERDADERO;-29;;;
2273;2302;0;382;VERDADERO;VERDADERO;-29;;;
2273;2302;0;383;VERDADERO;VERDADERO;-29;;;
2273;2302;0;384;VERDADERO;VERDADERO;-29;;;
2305;2322;0;385;VERDADERO;VERDADERO;-17;;;
2305;2322;0;386;VERDADERO;VERDADERO;-17;;;
2305;2322;0;387;VERDADERO;VERDADERO;-17;;;
2305;2342;0;388;VERDADERO;VERDADERO;-37;;;
2305;2342;0;389;VERDADERO;VERDADERO;-37;;;
2337;2362;0;390;VERDADERO;VERDADERO;-25;;;
2337;2362;0;391;VERDADERO;VERDADERO;-25;;;
2337;2362;0;392;VERDADERO;VERDADERO;-25;;;
2337;2362;0;393;VERDADERO;VERDADERO;-25;;;
2337;2362;0;394;VERDADERO;VERDADERO;-25;;;
2337;2382;0;395;VERDADERO;VERDADERO;-45;;;
2373;2382;0;396;VERDADERO;VERDADERO;-9;;;
2373;2382;0;397;VERDADERO;VERDADERO;-9;;;
2373;2402;1;398;VERDADERO;VERDADERO;-29;;;
2373;2402;0;399;VERDADERO;VERDADERO;-29;;;
2373;2402;0;400;VERDADERO;VERDADERO;-29;;;
2406;2402;0;401;VERDADERO;VERDADERO;4;;;
2406;2422;1;402;VERDADERO;VERDADERO;-16;;;
2406;2422;0;403;VERDADERO;VERDADERO;-16;;;
2406;2422;0;404;VERDADERO;VERDADERO;-16;;;
2406;2442;0;405;VERDADERO;VERDADERO;-36;;;
