;;;;;;;W;X;Y;Z;;;;;;;;;;;;;;;;;;
0,237159252;0,233726059;-0,201613335;0,092155063;0,946695113;;1;0,23;-0,20;0,09;0,95;;-0,8095;-0,4797;-0,3386;0,4053;-0,7925;0,2688;-0,4248;0,0803;0,9830;;-0,33862;0,26880;0,98300;1,07387;-0,31532;0,25031;0,91538
0,238142252;0,233781926;-0,201533284;0,092220074;0,946692032;;1;0,23;-0,20;0,09;0,95;;-0,8095;-0,4798;-0,3384;0,4055;-0,7925;0,2688;-0,4246;0,0804;0,9830;;-0,33841;0,26879;0,98300;1,07381;-0,31515;0,25032;0,91544
0,239142656;0,263081845;-0,218874985;0,101985855;0,934066684;;1;0,26;-0,22;0,10;0,93;;-0,7658;-0,5362;-0,3553;0,4469;-0,7450;0,3057;-0,4626;0,0754;0,9793;;-0,35528;0,30574;0,97928;1,08567;-0,32724;0,28162;0,90200
0,240165234;0,268639298;-0,218240449;0,10537289;0,932255645;;1;0,27;-0,22;0,11;0,93;;-0,7605;-0,5468;-0,3502;0,4548;-0,7383;0,3137;-0,4635;0,0793;0,9778;;-0,35023;0,31375;0,97783;1,08501;-0,32279;0,28916;0,90122
0,241164446;0,269684859;-0,217617514;0,106207617;0,932004633;;1;0,27;-0,22;0,11;0,93;;-0,7598;-0,5489;-0,3483;0,4565;-0,7373;0,3153;-0,4629;0,0806;0,9774;;-0,34832;0,31533;0,97743;1,08450;-0,32118;0,29076;0,90128
0,242156744;0,269983873;-0,21725451;0,106518891;0,931967227;;1;0,27;-0,22;0,11;0,93;;-0,7598;-0,5496;-0,3475;0,4570;-0,7372;0,3159;-0,4626;0,0812;0,9774;;-0,34754;0,31586;0,97740;1,08437;-0,32050;0,29128;0,90135
0,243187904;0,270146452;-0,216990858;0,106714151;0,931959201;;1;0,27;-0,22;0,11;0,93;;-0,7600;-0,5498;-0,3468;0,4572;-0,7372;0,3161;-0,4621;0,0817;0,9773;;-0,34685;0,31611;0,97728;1,08412;-0,31994;0,29158;0,90145
0,244214058;0,260898258;-0,22209293;0,110747696;0,932921099;;1;0,26;-0,22;0,11;0,93;;-0,7652;-0,5360;-0,3566;0,4376;-0,7407;0,3224;-0,4722;0,0907;0,9754;;-0,35663;0,32244;0,97545;1,08749;-0,32794;0,29649;0,89697
0,245273113;0,259510692;-0,223031162;0,111101379;0,93304222;;1;0,26;-0,22;0,11;0,93;;-0,7658;-0,5338;-0,3585;0,4347;-0,7411;0,3230;-0,4738;0,0916;0,9752;;-0,35846;0,32305;0,97522;1,08807;-0,32944;0,29690;0,89628
0,246259212;0,25931056;-0,223181912;0,111130481;0,93305835;;1;0,26;-0,22;0,11;0,93;;-0,7660;-0,5335;-0,3589;0,4343;-0,7413;0,3231;-0,4742;0,0916;0,9754;;-0,35892;0,32309;0,97539;1,08839;-0,32977;0,29685;0,89618
0,24725914;0,259328323;-0,223125346;0,111188735;0,933060001;;1;0,26;-0,22;0,11;0,93;;-0,7660;-0,5335;-0,3587;0,4343;-0,7413;0,3232;-0,4740;0,0918;0,9753;;-0,35868;0,32322;0,97532;1,08829;-0,32958;0,29700;0,89620
0,248259068;0,259460911;-0,222893246;0,111355692;0,933058705;;1;0,26;-0,22;0,11;0,93;;-0,7661;-0,5339;-0,3582;0,4346;-0,7412;0,3236;-0,4738;0,0922;0,9753;;-0,35816;0,32358;0,97529;1,08820;-0,32913;0,29735;0,89624
0,249288321;0,252606878;-0,227504717;0,11525987;0,933352308;;1;0,25;-0,23;0,12;0,93;;-0,7690;-0,5240;-0,3664;0,4191;-0,7424;0,3302;-0,4829;0,1003;0,9735;;-0,36645;0,33018;0,97350;1,09133;-0,33578;0,30254;0,89203
0,250290394;0,251440804;-0,228544039;0,115481293;0,933385888;;1;0,25;-0,23;0,12;0,93;;-0,7692;-0,5221;-0,3685;0,4165;-0,7425;0,3305;-0,4846;0,1007;0,9733;;-0,36849;0,33051;0,97331;1,09195;-0,33746;0,30267;0,89135
0,251293182;0,251223531;-0,228787573;0,115437094;0,933390198;;1;0,25;-0,23;0,12;0,93;;-0,7691;-0,5217;-0,3691;0,4161;-0,7425;0,3304;-0,4851;0,1005;0,9734;;-0,36915;0,33038;0,97337;1,09218;-0,33799;0,30249;0,89121
0,252287149;0,251189184;-0,228829177;0,115424793;0,933390764;;1;0,25;-0,23;0,12;0,93;;-0,7691;-0,5217;-0,3691;0,4161;-0,7425;0,3304;-0,4851;0,1005;0,9734;;-0,36915;0,33038;0,97337;1,09218;-0,33799;0,30249;0,89121
0,253806114;0,251079892;-0,229013075;0,115297617;0,933390786;;2;0,25;-0,23;0,12;0,93;;-0,7690;-0,5216;-0,3696;0,4159;-0,7424;0,3302;-0,4854;0,1002;0,9734;;-0,36959;0,33025;0,97343;1,09235;-0,33835;0,30233;0,89113
0,25583744;0,268754071;-0,251950032;0,131709095;0,920296227;;2;0,27;-0,25;0,13;0,92;;-0,7285;-0,5611;-0,3930;0,4284;-0,6938;0,3779;-0,5346;0,1069;0,9654;;-0,39303;0,37788;0,96536;1,10869;-0,35450;0,34084;0,87072
0,256834984;0,272223645;-0,252951022;0,135258424;0,918485289;;1;0,27;-0,25;0,14;0,92;;-0,7238;-0,5685;-0,3911;0,4316;-0,6872;0,3863;-0,5384;0,1108;0,9634;;-0,39110;0,38628;0,96344;1,10923;-0,35259;0,34824;0,86857
0,257834196;0,272781451;-0,252910831;0,135847156;0,918243945;;1;0,27;-0,25;0,14;0,92;;-0,7232;-0,5697;-0,3903;0,4323;-0,6863;0,3874;-0,5385;0,1114;0,9630;;-0,39033;0,38737;0,96303;1,10898;-0,35198;0,34930;0,86839
0,258834362;0,272815068;-0,252978831;0,135876421;0,918210895;;1;0,27;-0,25;0,14;0,92;;-0,7231;-0,5697;-0,3905;0,4322;-0,6862;0,3876;-0,5388;0,1115;0,9631;;-0,39046;0,38760;0,96305;1,10913;-0,35204;0,34947;0,86830
0,259864092;0,272760336;-0,253094419;0,135808792;0,918205307;;1;0,27;-0,25;0,14;0,92;;-0,7231;-0,5697;-0,3907;0,4322;-0,6862;0,3875;-0,5389;0,1113;0,9631;;-0,39070;0,38747;0,96313;1,10923;-0,35223;0,34932;0,86828
0,260755539;0,252220638;-0,24527864;0,131461636;0,926790687;;1;0,25;-0,25;0,13;0,93;;-0,7525;-0,5320;-0,3884;0,4030;-0,7179;0,3675;-0,5210;0,1200;0,9654;;-0,38836;0,36748;0,96544;1,10360;-0,35190;0,33298;0,87481
0,26175642;0,248387115;-0,246073641;0,12961088;0,927875328;;1;0,25;-0,25;0,13;0,93;;-0,7555;-0,5248;-0,3923;0,3972;-0,7219;0,3628;-0,5211;0,1182;0,9665;;-0,39233;0,36277;0,96647;1,10435;-0,35526;0,32850;0,87515
0,262755394;0,247610204;-0,246630603;0,129054404;0,928012658;;1;0,25;-0,25;0,13;0,93;;-0,7557;-0,5232;-0,3938;0,3959;-0,7224;0,3617;-0,5216;0,1175;0,9666;;-0,39376;0,36173;0,96663;1,10466;-0,35645;0,32745;0,87505
0,26375556;0,24742906;-0,246837088;0,128889581;0,92802898;;1;0,25;-0,25;0,13;0,93;;-0,7557;-0,5228;-0,3943;0,3955;-0,7225;0,3614;-0,5218;0,1171;0,9667;;-0,39428;0,36136;0,96669;1,10477;-0,35689;0,32709;0,87501
0,264756441;0,247364964;-0,246932808;0,128820892;0,92803014;;1;0,25;-0,25;0,13;0,93;;-0,7556;-0,5228;-0,3945;0,3956;-0,7224;0,3612;-0,5220;0,1169;0,9668;;-0,39452;0,36122;0,96676;1,10488;-0,35707;0,32693;0,87500
0,266281366;0,254054908;-0,254661213;0,134596782;0,923302484;;1;0,25;-0,25;0,13;0,92;;-0,7412;-0,5378;-0,4019;0,4007;-0,7049;0,3780;-0,5387;0,1191;0,9638;;-0,40193;0,37799;0,96380;1,11056;-0,36191;0,34036;0,86786
0,267281055;0,255477602;-0,254762814;0,135991235;0,922677347;;1;0,26;-0,25;0,14;0,92;;-0,7397;-0,5408;-0,4007;0,4022;-0,7027;0,3812;-0,5397;0,1208;0,9631;;-0,40071;0,38118;0,96308;1,11058;-0,36081;0,34322;0,86719
0,268251181;0,25585161;-0,254455094;0,136393548;0,922599241;;1;0,26;-0,25;0,14;0,92;;-0,7395;-0,5416;-0,3998;0,4028;-0,7023;0,3819;-0,5394;0,1214;0,9628;;-0,39979;0,38194;0,96284;1,11030;-0,36008;0,34399;0,86719
0,269250631;0,255902317;-0,254412613;0,136448176;0,922588815;;1;0,26;-0,25;0,14;0,92;;-0,7396;-0,5416;-0,3996;0,4028;-0,7024;0,3819;-0,5392;0,1215;0,9628;;-0,39961;0,38189;0,96279;1,11018;-0,35995;0,34399;0,86724
0,270279884;0,255862486;-0,254488153;0,136400767;0,922586039;;1;0,26;-0,25;0,14;0,92;;-0,7395;-0,5416;-0,3998;0,4028;-0,7023;0,3819;-0,5394;0,1214;0,9628;;-0,39979;0,38194;0,96284;1,11030;-0,36008;0,34399;0,86719
0,271829605;0,2437527;-0,255737404;0,139656914;0,925029161;;2;0,24;-0,26;0,14;0,93;;-0,7503;-0,5225;-0,4049;0,3796;-0,7113;0,3831;-0,5412;0,1338;0,9609;;-0,40493;0,38312;0,96093;1,11092;-0,36450;0,34487;0,86499
0,272850752;0,241576437;-0,256847402;0,139453911;0,925323102;;1;0,24;-0,26;0,14;0,93;;-0,7513;-0,5188;-0,4078;0,3755;-0,7124;0,3822;-0,5426;0,1341;0,9610;;-0,40783;0,38224;0,96104;1,11177;-0,36683;0,34382;0,86442
0,273821115;0,241040265;-0,257412458;0,139146357;0,925352208;;1;0,24;-0,26;0,14;0,93;;-0,7514;-0,5177;-0,4093;0,3744;-0,7127;0,3815;-0,5434;0,1334;0,9614;;-0,40935;0,38151;0,96135;1,11235;-0,36801;0,34298;0,86426
0,274821043;0,240767328;-0,257829842;0,138875222;0,925347794;;1;0,24;-0,26;0,14;0,93;;-0,7510;-0,5172;-0,4102;0,3740;-0,7124;0,3812;-0,5440;0,1329;0,9613;;-0,41019;0,38120;0,96133;1,11253;-0,36870;0,34265;0,86409
0,27585125;0,240660305;-0,25800539;0,138758378;0,925344233;;1;0,24;-0,26;0,14;0,93;;-0,7509;-0,5171;-0,4106;0,3738;-0,7124;0,3811;-0,5443;0,1327;0,9614;;-0,41064;0,38106;0,96142;1,11272;-0,36904;0,34246;0,86402
0,277399302;0,247926086;-0,267772009;0,146839442;0,919385113;;1;0,25;-0,27;0,15;0,92;;-0,7337;-0,5345;-0,4196;0,3772;-0,6906;0,4027;-0,5652;0,1372;0,9569;;-0,41965;0,40271;0,95692;1,11981;-0,37475;0,35962;0,85454
0,278385401;0,249424909;-0,268145826;0,148525327;0,918599618;;1;0,25;-0,27;0,15;0,92;;-0,7318;-0,5378;-0,4185;0,3786;-0,6877;0,4066;-0,5666;0,1391;0,9559;;-0,41848;0,40655;0,95585;1,11985;-0,37369;0,36304;0,85355
0,279386044;0,249690404;-0,268081514;0,148825232;0,918497716;;1;0,25;-0,27;0,15;0,92;;-0,7316;-0,5385;-0,4182;0,3789;-0,6873;0,4072;-0,5668;0,1395;0,9557;;-0,41819;0,40723;0,95573;1,11988;-0,37342;0,36364;0,85342
0,280385733;0,249794519;-0,267953681;0,148943789;0,918487491;;1;0,25;-0,27;0,15;0,92;;-0,7316;-0,5387;-0,4179;0,3791;-0,6872;0,4074;-0,5667;0,1396;0,9557;;-0,41793;0,40742;0,95570;1,11982;-0,37321;0,36383;0,85343
0,281385422;0,249723889;-0,268083365;0,148862967;0,918481957;;1;0,25;-0,27;0,15;0,92;;-0,7316;-0,5385;-0,4181;0,3789;-0,6872;0,4074;-0,5669;0,1396;0,9557;;-0,41814;0,40742;0,95570;1,11991;-0,37337;0,36380;0,85337
0,282414436;0,240142614;-0,271144421;0,154668847;0,919178859;;1;0,24;-0,27;0,15;0,92;;-0,7377;-0,5253;-0,4241;0,3575;-0,6899;0,4146;-0,5727;0,1542;0,9521;;-0,42410;0,41458;0,95214;1,12175;-0,37807;0,36959;0,84880
0,283942461;0,238508736;-0,272151541;0,155049703;0,919242466;;2;0,24;-0,27;0,16;0,92;;-0,7380;-0,5228;-0,4265;0,3541;-0,6899;0,4148;-0,5743;0,1551;0,9519;;-0,42648;0,41479;0,95188;1,12250;-0,37994;0,36952;0,84800
0,284460783;0,238164488;-0,272500859;0,154960082;0,919243347;;0;0,24;-0,27;0,16;0,92;;-0,7380;-0,5224;-0,4271;0,3534;-0,6899;0,4148;-0,5748;0,1551;0,9519;;-0,42712;0,41477;0,95190;1,12276;-0,38042;0,36942;0,84782
0,285460949;0,237977434;-0,272788107;0,154790819;0,919235112;;1;0,24;-0,27;0,15;0,92;;-0,7378;-0,5220;-0,4278;0,3531;-0,6899;0,4144;-0,5752;0,1547;0,9520;;-0,42783;0,41444;0,95203;1,12301;-0,38097;0,36904;0,84775
0,286983252;0,23787447;-0,272959422;0,154681277;0,919229347;;2;0,24;-0,27;0,15;0,92;;-0,7377;-0,5218;-0,4283;0,3529;-0,6899;0,4143;-0,5755;0,1545;0,9521;;-0,42828;0,41429;0,95212;1,12321;-0,38130;0,36885;0,84768
0,287983418;0,258634973;-0,285125128;0,162641439;0,908492914;;1;0,26;-0,29;0,16;0,91;;-0,7037;-0,5626;-0,4339;0,3772;-0,6508;0,4429;-0,6021;0,1480;0,9471;;-0,43393;0,44290;0,94709;1,13200;-0,38333;0,39125;0,83665
0,289009571;0,2626364;-0,284501993;0,165115525;0,907092939;;1;0,26;-0,28;0,17;0,91;;-0,7002;-0,5704;-0,4294;0,3825;-0,6457;0,4489;-0,6029;0,1501;0,9455;;-0,42943;0,44894;0,94547;1,13132;-0,37958;0,39683;0,83573
0,289988756;0,263346382;-0,284099727;0,165647453;0,906916176;;1;0,26;-0,28;0,17;0,91;;-0,6999;-0,5717;-0,4281;0,3835;-0,6450;0,4500;-0,6025;0,1508;0,9451;;-0,42810;0,44997;0,94508;1,13090;-0,37855;0,39789;0,83570
0,290988922;0,263436405;-0,284054439;0,165713065;0,90689223;;1;0,26;-0,28;0,17;0,91;;-0,6998;-0,5719;-0,4280;0,3836;-0,6449;0,4502;-0,6026;0,1509;0,9451;;-0,42801;0,45021;0,94510;1,13097;-0,37844;0,39807;0,83565
0,291984558;0,263428271;-0,284084596;0,165698808;0,906887751;;1;0,26;-0,28;0,17;0,91;;-0,6998;-0,5719;-0,4280;0,3836;-0,6449;0,4502;-0,6026;0,1509;0,9451;;-0,42801;0,45021;0,94510;1,13097;-0,37844;0,39807;0,83565
0,292976379;0,264549137;-0,286683688;0,1683484;0,905254126;;1;0,26;-0,29;0,17;0,91;;-0,6957;-0,5754;-0,4301;0,3824;-0,6391;0,4564;-0,6081;0,1531;0,9434;;-0,43007;0,45639;0,94340;1,13281;-0,37965;0,40288;0,83280
0,293976784;0,264735885;-0,286962667;0,168744594;0,905037348;;1;0,26;-0,29;0,17;0,91;;-0,6950;-0,5759;-0,4302;0,3823;-0,6381;0,4573;-0,6088;0,1534;0,9430;;-0,43016;0,45728;0,94300;1,13287;-0,37971;0,40365;0,83240
0,295004368;0,264817533;-0,286897549;0,168862134;0,905012182;;1;0,26;-0,29;0,17;0,91;;-0,6951;-0,5762;-0,4298;0,3824;-0,6381;0,4577;-0,6087;0,1538;0,9429;;-0,42984;0,45765;0,94293;1,13284;-0,37944;0,40399;0,83236
0,296004772;0,264840462;-0,286867147;0,168891538;0,905009623;;1;0,26;-0,29;0,17;0,91;;-0,6951;-0,5762;-0,4298;0,3824;-0,6381;0,4577;-0,6087;0,1538;0,9429;;-0,42984;0,45765;0,94293;1,13284;-0,37944;0,40399;0,83236
0,297538757;0,264852718;-0,286846496;0,168905944;0,905009894;;2;0,26;-0,29;0,17;0,91;;-0,6951;-0,5764;-0,4296;0,3826;-0,6381;0,4577;-0,6086;0,1538;0,9429;;-0,42962;0,45766;0,94292;1,13275;-0,37927;0,40402;0,83242
0,298539162;0,271735415;-0,295481621;0,177645384;0,898494626;;1;0,27;-0,30;0,18;0,90;;-0,6777;-0,5932;-0,4345;0,3833;-0,6146;0,4797;-0,6275;0,1586;0,9369;;-0,43451;0,47972;0,93690;1,13873;-0,38157;0,42128;0,82276
0,300247908;0,273434517;-0,29518223;0,179703044;0,897667996;;1;0,27;-0,30;0,18;0,90;;-0,6763;-0,5970;-0,4317;0,3848;-0,6117;0,4840;-0,6283;0,1612;0,9355;;-0,43174;0,48405;0,93546;1,13833;-0,37928;0,42523;0,82179
0,301239014;0,273754611;-0,294969156;0,180084041;0,897564119;;1;0,27;-0,30;0,18;0,90;;-0,6761;-0,5978;-0,4310;0,3853;-0,6113;0,4849;-0,6282;0,1618;0,9352;;-0,43096;0,48486;0,93524;1,13820;-0,37864;0,42599;0,82169
0,302239656;0,273813288;-0,294911243;0,180153071;0,897551398;;1;0,27;-0,29;0,18;0,90;;-0,6762;-0,5978;-0,4307;0,3852;-0,6113;0,4850;-0,6281;0,1620;0,9351;;-0,43073;0,48498;0,93515;1,13808;-0,37847;0,42614;0,82169
0,303260088;0,273822607;-0,294900768;0,180163979;0,897549808;;1;0,27;-0,29;0,18;0,90;;-0,6760;-0,5978;-0,4307;0,3852;-0,6111;0,4849;-0,6280;0,1620;0,9350;;-0,43067;0,48495;0,93497;1,13790;-0,37848;0,42618;0,82166
0,304770947;0,295653987;-0,306022368;0,18874248;0,885051019;;2;0,30;-0,31;0,19;0,89;;-0,6379;-0,6389;-0,4301;0,4080;-0,5667;0,5150;-0,6533;0,1531;0,9289;;-0,43008;0,51501;0,92887;1,14586;-0,37534;0,44945;0,81063
0,305770397;0,299795701;-0,305057225;0,191334515;0,883432923;;1;0,30;-0,31;0,19;0,88;;-0,6340;-0,6464;-0,4243;0,4130;-0,5608;0,5209;-0,6538;0,1551;0,9268;;-0,42435;0,52093;0,92677;1,14470;-0,37071;0,45508;0,80962
0,306770086;0,300488659;-0,304650423;0,191845669;0,883226995;;1;0,30;-0,30;0,19;0,88;;-0,6337;-0,6477;-0,4230;0,4139;-0,5601;0,5219;-0,6535;0,1557;0,9264;;-0,42295;0,52192;0,92640;1,14433;-0,36960;0,45609;0,80955
0,307770014;0,300554035;-0,304649035;0,191882156;0,883197303;;1;0,30;-0,30;0,19;0,88;;-0,6337;-0,6479;-0,4227;0,4141;-0,5601;0,5221;-0,6534;0,1558;0,9264;;-0,42268;0,52210;0,92636;1,14428;-0,36938;0,45627;0,80955
0,309430838;0,300495729;-0,304779945;0,19180849;0,883187978;;1;0,30;-0,30;0,19;0,88;;-0,6336;-0,6477;-0,4231;0,4139;-0,5601;0,5220;-0,6537;0,1556;0,9265;;-0,42313;0,52198;0,92646;1,14448;-0,36971;0,45609;0,80950
0,310426712;0,31275881;-0,318099764;0,206805906;0,870761611;;1;0,31;-0,32;0,21;0,87;;-0,6020;-0,6763;-0,4246;0,4132;-0,5165;0,5592;-0,6834;0,1612;0,9146;;-0,42463;0,55917;0,91456;1,15299;-0,36828;0,48497;0,79320
0,311441422;0,315276321;-0,318039936;0,209847755;0,86914634;;1;0,32;-0,32;0,21;0,87;;-0,5988;-0,6815;-0,4204;0,4146;-0,5108;0,5652;-0,6850;0,1641;0,9119;;-0,42045;0,56521;0,91186;1,15227;-0,36489;0,49052;0,79136
0,312441826;0,315831834;-0,317583039;0,210511196;0,868951266;;1;0,32;-0,32;0,21;0,87;;-0,5989;-0,6826;-0,4190;0,4152;-0,5103;0,5664;-0,6849;0,1653;0,9115;;-0,41904;0,56645;0,91145;1,15204;-0,36374;0,49169;0,79116
0,313441277;0,316119584;-0,317087037;0,210850152;0,868945587;;1;0,32;-0,32;0,21;0,87;;-0,5990;-0,6831;-0,4177;0,4156;-0,5100;0,5670;-0,6844;0,1660;0,9110;;-0,41773;0,56697;0,91098;1,15145;-0,36278;0,49240;0,79116
0,315104246;0,316332927;-0,316664373;0,211100507;0,868961294;;2;0,32;-0,32;0,21;0,87;;-0,5994;-0,6834;-0,4169;0,4160;-0,5103;0,5672;-0,6840;0,1665;0,9109;;-0,41688;0,56724;0,91094;1,15124;-0,36211;0,49272;0,79127
0,316129923;0,297813663;-0,313084945;0,21163721;0,876638198;;1;0,30;-0,31;0,21;0,88;;-0,6265;-0,6546;-0,4229;0,3896;-0,5369;0,5575;-0,6750;0,1845;0,9104;;-0,42290;0,55746;0,91037;1,14821;-0,36831;0,48550;0,79286
0,317685843;0,294488769;-0,314242145;0,210748951;0,877560892;;2;0,29;-0,31;0,21;0,88;;-0,6291;-0,6493;-0,4274;0,3845;-0,5403;0,5549;-0,6756;0,1848;0,9112;;-0,42738;0,55488;0,91124;1,14931;-0,37186;0,48280;0,79286
0,318685293;0,293907145;-0,314662895;0,210475392;0,877670759;;1;0,29;-0,31;0,21;0,88;;-0,6293;-0,6484;-0,4287;0,3834;-0,5406;0,5545;-0,6762;0,1845;0,9115;;-0,42869;0,55449;0,91146;1,14978;-0,37285;0,48226;0,79272
0,319684982;0,29381721;-0,314742908;0,210425014;0,877684261;;1;0,29;-0,31;0,21;0,88;;-0,6293;-0,6482;-0,4288;0,3833;-0,5407;0,5543;-0,6761;0,1844;0,9114;;-0,42879;0,55425;0,91144;1,14969;-0,37296;0,48209;0,79277
0,321406364;0,293917966;-0,314534116;0,210545671;0,877696439;;1;0,29;-0,31;0,21;0,88;;-0,6294;-0,6483;-0,4283;0,3835;-0,5408;0,5544;-0,6758;0,1846;0,9113;;-0,42834;0,55437;0,91133;1,14949;-0,37263;0,48228;0,79281
0,32242918;0,319502219;-0,327923546;0,22342886;0,860502193;;1;0,32;-0,33;0,22;0,86;;-0,5808;-0,6964;-0,4216;0,4034;-0,4810;0,5940;-0,7071;0,1749;0,9002;;-0,42156;0,59400;0,90015;1,15794;-0,36406;0,51298;0,77737
0,323987007;0,324318138;-0,326692992;0,226792031;0,858285972;;2;0,32;-0,33;0,23;0,86;;-0,5762;-0,7049;-0,4137;0,4085;-0,4733;0,6012;-0,7079;0,1774;0,8971;;-0,41371;0,60122;0,89714;1,15650;-0,35773;0,51986;0,77574
0,324987411;0,325143445;-0,326140849;0,227454581;0,858008333;;1;0,33;-0,33;0,23;0,86;;-0,5759;-0,7062;-0,4117;0,4095;-0,4724;0,6024;-0,7075;0,1784;0,8964;;-0,41167;0,60242;0,89644;1,15585;-0,35616;0,52119;0,77557
0,326501369;0,325273461;-0,326025397;0,227566169;0,857973342;;2;0,33;-0,33;0,23;0,86;;-0,5759;-0,7066;-0,4113;0,4098;-0,4723;0,6027;-0,7075;0,1785;0,8965;;-0,41134;0,60266;0,89646;1,15587;-0,35587;0,52139;0,77557
0,327529669;0,325289005;-0,326013768;0,227578958;0,857968475;;1;0,33;-0,33;0,23;0,86;;-0,5759;-0,7066;-0,4113;0,4098;-0,4723;0,6027;-0,7075;0,1785;0,8965;;-0,41134;0,60266;0,89646;1,15587;-0,35587;0,52139;0,77557
0,329529762;0,307231352;-0,322132773;0,227333899;0,866117008;;2;0,31;-0,32;0,23;0,87;;-0,6037;-0,6786;-0,4183;0,3857;-0,5003;0,5916;-0,6976;0,1958;0,8966;;-0,41829;0,59163;0,89658;1,15276;-0,36286;0,51323;0,77777
0,330532312;0,303925896;-0,323376555;0,226299609;0,867090042;;1;0,30;-0,32;0,23;0,87;;-0,6061;-0,6734;-0,4233;0,3807;-0,5037;0,5890;-0,6984;0,1959;0,8976;;-0,42330;0,58901;0,89759;1,15403;-0,36680;0,51040;0,77779
0,331533194;0,303339403;-0,323830602;0,225999112;0,86720433;;1;0,30;-0,32;0,23;0,87;;-0,6063;-0,6724;-0,4245;0,3797;-0,5041;0,5884;-0,6987;0,1956;0,8978;;-0,42451;0,58839;0,89780;1,15432;-0,36776;0,50973;0,77777
0,333045483;0,303227251;-0,323958739;0,225921004;0,867216046;;1;0,30;-0,32;0,23;0,87;;-0,6062;-0,6723;-0,4250;0,3795;-0,5041;0,5883;-0,6989;0,1953;0,8979;;-0,42496;0,58827;0,89791;1,15451;-0,36809;0,50954;0,77774
0,334074736;0,303200778;-0,323998805;0,225897664;0,867216414;;1;0,30;-0,32;0,23;0,87;;-0,6062;-0,6723;-0,4250;0,3795;-0,5041;0,5883;-0,6989;0,1953;0,8979;;-0,42496;0,58827;0,89791;1,15451;-0,36809;0,50954;0,77774
0,336074114;0,558953413;0,671075309;-0,27451753;0,402329638;;2;0,56;0,67;-0,27;0,40;;0,5257;-0,8182;0,2331;0,0813;0,6764;-0,9712;0,8469;0,5294;0,8494;;0,23308;-0,97115;0,84935;1,31105;0,17778;-0,74074;0,64784
0,338075161;0,533219526;0,731061915;-0,303412935;0,298606771;;2;0,53;0,73;-0,30;0,30;;0,6376;-0,7621;0,1131;-0,1252;0,8217;-0,9608;0,7602;0,5985;0,8159;;0,11307;-0,96084;0,81592;1,26559;0,08934;-0,75920;0,64470
0,339074373;0,530650871;0,737608276;-0,302315433;0,288008791;;1;0,53;0,74;-0,30;0,29;;0,6514;-0,7516;0,1040;-0,1403;0,8341;-0,9570;0,7457;0,6088;0,8173;;0,10400;-0,95701;0,81725;1,26277;0,08236;-0,75787;0,64719
0,341103554;0,531275756;0,738663673;-0,298168108;0,288475005;;2;0,53;0,74;-0,30;0,29;;0,6558;-0,7471;0,1094;-0,1340;0,8336;-0,9570;0,7431;0,6129;0,8223;;0,10936;-0,95700;0,82227;1,26647;0,08635;-0,75565;0,64926
0,343104362;0,414438559;-0,200824661;0,204715497;0,8637139;;2;0,41;-0,20;0,20;0,86;;-0,5758;-0,7980;-0,1772;0,6336;-0,4920;0,5200;-0,5165;0,1872;0,9161;;-0,17721;0,52002;0,91612;1,06823;-0,16589;0,48681;0,85761
0,345104218;0,351987882;-0,309407387;0,249476015;0,847427471;;2;0,35;-0,31;0,25;0,85;;-0,5607;-0,7510;-0,3487;0,4422;-0,4362;0,6407;-0,7000;0,2050;0,8755;;-0,34872;0,64067;0,87547;1,13952;-0,30603;0,56223;0,76828
0,346104622;0,340570018;-0,329787369;0,250428692;0,844119556;;1;0,34;-0,33;0,25;0,84;;-0,5504;-0,7402;-0,3862;0,4098;-0,4250;0,6474;-0,7273;0,1981;0,8746;;-0,38620;0,64739;0,87458;1,15462;-0,33448;0,56069;0,75746
0,347810745;0,338066425;-0,334598777;0,249415412;0,843532278;;2;0,34;-0,33;0,25;0,84;;-0,5474;-0,7373;-0,3958;0,4035;-0,4230;0,6470;-0,7331;0,1945;0,8756;;-0,39583;0,64699;0,87556;1,15840;-0,34170;0,55852;0,75584
0,348810673;0,33732144;-0,336129145;0,24880682;0,843401808;;1;0,34;-0,34;0,25;0,84;;-0,5465;-0,7362;-0,3991;0,4017;-0,4227;0,6464;-0,7348;0,1929;0,8762;;-0,39909;0,64641;0,87616;1,15964;-0,34415;0,55742;0,75554
0,350422621;0,336971919;-0,336874569;0,248437291;0,843353048;;1;0,34;-0,34;0,25;0,84;;-0,5460;-0,7358;-0,4009;0,4011;-0,4226;0,6461;-0,7357;0,1919;0,8767;;-0,40086;0,64607;0,87669;1,16047;-0,34543;0,55673;0,75546
0,35141921;0,581081425;0,645012734;-0,280584912;0,409359325;;1;0,58;0,65;-0,28;0,41;;0,5074;-0,8378;0,2020;0,1138;0,6648;-0,9794;0,8542;0,5199;0,8426;;0,20201;-0,97937;0,84257;1,30764;0,15449;-0,74896;0,64435
0,352419615;0,55495085;0,708571598;-0,301294471;0,314924573;;1;0,56;0,71;-0,30;0,31;;0,6202;-0,7765;0,1118;-0,0775;0,8018;-0,9763;0,7807;0,5968;0,8185;;0,11183;-0,97630;0,81852;1,27893;0,08744;-0,76338;0,64001
